2,銀座カラー,銀座プレミア店,東京都中央区銀座5-3-13 GINZA SS 85ビル 4F,,12:00,21:00,10:00,19:00,なし,,,丸ノ内線,銀座,銀座線,銀座,日比谷線,銀座,関東,東京都,中央区,地下鉄銀座駅（丸ノ内線・銀座線・日比谷線）B9出口より徒歩2分。JR有楽町駅からも徒歩約5分です。数寄屋橋交差点からは外堀通りを新橋駅方面へ進み、1つ目の信号・銀座西5丁目の角のひとつ手前にある「GINZA SS 85ビル」4階です。,13,空気を清浄する漆喰（しっくい）の壁、モダンフレンチがコンセプトのチェアやインテリアを使っている銀座プレミア店。ワキはもちろん、顔やVIO、全身脱毛も人気で、リラックスしながらきれいに脱毛できます。
2,銀座カラー,新宿東口店,東京都新宿区新宿 3-17-2 ヒューリック新宿三丁目ビル 4F,,12:00,22:30,10:00,19:00,なし,,,丸ノ内線,新宿三丁目,副都心線,新宿三丁目,都営新宿線,新宿三丁目,関東,東京都,新宿区,新宿三丁目駅（丸ノ内線、副都心線、都営新宿線）B5・B6出口より徒歩約30秒。JR新宿駅東口からは新宿通りを四谷方面へ徒歩約5分。人気の有名店が立ち並ぶ新宿三丁目にあるヒューリック新宿三丁目ビル（旧 SHINJUKU GATES）4階です。,14,JR新宿駅の東口からウィンドウショッピングをしながら歩けばすぐ！清潔感溢れる店内はシャンデリアがあり、高級感溢れる空間です。ワキ脱毛や顔脱毛はもちろん、女子力アップに欠かせないVIO脱毛、全身脱毛も人気です。
2,銀座カラー,新宿南口店,東京都渋谷区代々木 2-8-3 新宿GSビル 8F,,12:00,21:00,10:00,19:00,なし,,,都営新宿線,新宿,大江戸線,新宿,JR線,新宿,関東,東京都,渋谷区,都営地下鉄新宿駅（都営新宿線・大江戸線）2番出口より徒歩1分。JR新宿駅南口から甲州街道を都庁方面へ進み徒歩2分、1つ目の大きな交差点（西新宿1丁目）南側すぐの「新宿GSビル」8階です。,15,白をベースに、キラキラ素材とビビッドな色合いの小物を使ったインテリアで、 “大人可愛い”雰囲気が楽しめる新宿南口店。駅からのアクセスは徒歩1分！平日でも休日でも抜群の通いやすさで、顔、ワキ、VIO、全身脱毛まで、気になる部分をストレスフリーで脱毛できます
2,銀座カラー,新宿西口店,東京都新宿区西新宿1-4-11 宝ビル 7F,,12:00,21:00,10:00,19:00,なし,,,JR線,新宿,大江戸線,新宿西口,南北線,目黒,関東,東京都,新宿区,JR新宿駅西口より徒歩5分、都営地下鉄大江戸線の新宿西口駅D4出口より徒歩2分。JR新宿駅西口からは、新宿警察署方面へ進み、新都心歩道橋下交差点の東側すぐの「宝ビル」7階です。,9,新宿エリア3店舗の中で一番新しい新宿西口店。仕事帰りにも、休日にも通いやすい脱毛サロンです。東京のメインターミナル新宿駅の各路線から徒歩5分の好立地も人気の理由。全身脱毛はもちろん、ワキ、顔、VIOのフリーチョイス脱毛コースも好評です。
2,銀座カラー,渋谷109前店,渋谷区宇田川町26-5 育真ビル 5F,,12:00,21:00,10:00,19:00,なし,,,JR線,渋谷,,,,,関東,東京都,渋谷区,渋谷のランドマーク・109前、道玄坂下交差点すぐの「育真ビル（育真プラザ）」5階。JR渋谷駅ハチ公口改札から徒歩3分。地下鉄（銀座線、半蔵門線、副都心線）、京王井の頭線、東急（東横線、田園都市線）の各線からも便利です。,5,人気のショップやスポットがいっぱいの渋谷。その中心109前にある、うれしい立地の脱毛サロン・渋谷109前店。駅からわずか3分という抜群のアクセスで、ショッピングがてらに、平日の仕事帰りも、気軽に脱毛できちゃいます。顔脱毛、ワキ脱毛、VIO脱毛、お得な全身脱毛も人気です。
2,銀座カラー,表参道店,東京都港区北青山3-10-6 青山パークスビル1F,,12:00,21:00,10:00,19:00,なし,,,銀座線,表参道,千代田線,表参道,半蔵門線,表参道,関東,東京都,港区,地下鉄（銀座線、千代田線、半蔵門線）表参道駅B2出口より徒歩1分。表参道交差点から進む場合は、青山通り（246号線）を渋谷方面へ進み表参道駅B2出口手前の小道を右折。ガラス張りのエントランスが目印の「青山パークスビル」1階です。,15,落ち着いたトーンの中にさりげなく輝きをちりばめた、リッチな雰囲気の表参道店は、銀座カラー初の路面店。青山通りから少し入った小道沿いにあり、通うだけで楽しくなる脱毛サロンです。お得に全身が美しくなる全身脱毛はもちろん、顔、ワキ、VIOの各箇所からも気軽に始められます。
2,銀座カラー,池袋店,東京都豊島区南池袋 1-19-4 幸伸ビル 7F,,12:00,22:30,10:00,19:00,なし,,,JR線,池袋,有楽町線,池袋,,,関東,東京都,豊島区,JR池袋駅南改札より東口へ出て右方面へ、徒歩3分、1Fがドコモショップの「幸伸ビル」7階です。地下鉄有楽町線池袋駅39番出口、西武池袋線池袋駅南口から徒歩3分、地下鉄丸ノ内線池袋駅42番出口からは徒歩5分。,17,電車の乗り入れも多く、どこからでもアクセスしやすい池袋駅周辺のサロンだから、ショッピングのついでに、友達と一緒に、気軽につるすべ脱毛できます。ワキや顔はもちろん、女子力アップに欠かせないVIO、全身脱毛も人気です。
2,銀座カラー,池袋サンシャイン通り店,東京都豊島区東池袋 1-3-6 山手ビル 7F,,12:00,21:00,10:00,19:00,なし,,,JR線,池袋,有楽町線,池袋,東武東上線,池袋,関東,東京都,豊島区,JR池袋駅東口を出てすぐの「山手ビル」7階です。JR池袋駅32番・33番出口から徒歩1分、東武東上線、西武池袋線、地下鉄有楽町線・丸ノ内線・副都心線（東急東横線）の池袋駅から徒歩3〜5分。,10,池袋駅東口から徒歩3分。駅ナカを通ればわずか徒歩1分の脱毛サロン・池袋サンシャイン通り店。20代前半のスタッフが多く、明るくて親しみやすい雰囲気のサロンです。お得に美しくなれる全身脱毛のほか、顔、ワキ、VIOなどフリーチョイス脱毛も気軽にご相談ください。
2,銀座カラー,上野広小路店,東京都台東区上野3-22-4 MOTビル 6F,,12:00,21:00,10:00,19:00,なし,,,JR線,御徒町,銀座線,上野広小路,大江戸線,上野御徒町,関東,東京都,台東区,JR山手線・御徒町駅南口から徒歩2分、「MOTビル」6階です。地下鉄銀座線上野広小路駅、都営地下鉄大江戸線上野御徒町駅からは徒歩5分、地下鉄日比谷線の仲御徒町駅からもアクセスできます。,5,JR御徒町駅南口から徒歩2分の脱毛サロン・上野広小路店。白をベースにしたガーリーな雰囲気の漂うサロンは、パウダールームも完備。お出かけ前にツルすべ美肌に脱毛できちゃいます。ワキや顔はもちろん、VIO、全身脱毛も人気です。
2,銀座カラー,北千住店,東京都足立区千住3-1 ベニヤ第一ビル 3F,,12:00,21:00,10:00,19:00,なし,,,JR線,北千住,,,,,関東,東京都,足立区,北千住駅西口から徒歩5分。駅を背にアーケードの商店街(きたろーど1010)を直進した先の、1階に美容室Ashがある、ベニヤ第一ビル3階です。,8,東京はもちろん、茨城や埼玉からのアクセスも便利な北千住店。駅前には大型ショッピングモールや大学もあり、活気にあふれたサロンです。全身脱毛の他にも、足脱毛や顔脱毛など人気部位の脱毛もお任せください。
